Cohort	AnimalID	Genotype	Geno	Sex	Diet	0	15	30	60	90	120	Dose	Weight	Weeks
7	11C1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		4
7	11C2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		4
8	18B2	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2	14.6	4
9	"19B1 (1)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2	19.3	4
9	"14B4 (4)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2	17.2	4
13	20C3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		4
13	24A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2	14.8	4
13	24A5(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2	14.8	4
13	26A5(5)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2	15.5	4
13	27A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2	15.7	4
13	29A4(4)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2	14.8	4
14	24B1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	6.4	16.1	9.9	8.9	8.8	8.6	2	18.1	4
14	24B2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	6.3	11.8	8.7	7.7	7.8	7.5	2	16	4
14	25B7(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	7.8	17.6	10.1	8.7	9	8	2	16.2	4
14	23B3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	6.6	11.7	10.1	11.3	8.3	8.1	2	18.5	4
14	29B1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	7.9	17.4	14.9	11.3	9.3	9	2	14.2	4
14	29B3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	6.3	14.4	10.4	6.6	8.8	7.2	2	15.7	4
15	26B3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.3	19.2	11.8	9.2	9.7	10.9	2	15.5	4
15	26B5(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	7.9	19.2	9.2	9.1	8.8	8.3	2	16.2	4
15	33A2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.7	26.9	18	12.6	10.9	10.9	2	17.7	4
16	31C1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	10.9	24.1	12	13.9	11.6	10.3	2	15.8	4
16	30C2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.6	12.4	14.7	9	11.6	12.4	2	13.8	4
16	32C2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	10.4	14.1	11.1	12.9	12.3	11.7	2	14.9	4
16	32C6(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.8	19.8	13.2	13.7	14.2	13.4	2	14.3	4
16	47A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	11.7	22.1	13	11	11.9	13.9	2	12.6	4
16	42A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	7.9	21.8	14.1	12	10.2	10.2	2	14.8	4
16	45A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.8	22.2	16.1	13.3	10.7	10.2	2	14.4	4
5	2E2	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		4
5	2E3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		4
5	5E2	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		4
6	"10A4 (1)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		4
6	"10A6 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		4
6	"12A1 (1)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		4
6	"12A3 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		4
7	14A5(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		4
7	14A6(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		4
7	16A2(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		4
7	17A2(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		4
7	"19A3 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		4
7	11C3(3)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD							2		4
8	16B4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.4	13.2	9.5	11.9	9.6	8.9	2	17.1	4
8	16B8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.6	17.2	11.2	10.4	9.8	10.6	2	16.6	4
8	18B1	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.9	15.1	11.9	14.2	12.1	10.1	2	18.5	4
8	18B4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.9	21.8	15.6	11.5	11.2	9.3	2	17.5	4
9	"19B4 (4)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	6.6	15.1	8.8	9.7	11.5	9.6	2	19.1	4
9	"16C2 (2)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.3	23.7	14.4	10.3	10.2	10.4	2	16.8	4
9	"14B3 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.6	12.2	11.2	9.2	9.1	8.7	2	19.4	4
9	"14B5 (5)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.9	17.5	11.7	11.1	13.7	11.3	2	18.7	4
5	2E6	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		4
6	"10A9 (3)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		4
6	11A6	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		4
7	17A5(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		4
7	17A7(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		4
7	17A8(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		4
7	18A5(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		4
13	24A11(5)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	6.8	21.9	12.4	9.9	10.4	9.4	2	17.5	4
13	23A5(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	7.9	25.1	17.3	11.1	13	11.7	2	17.5	4
13	23A9(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	5.1	12.7	9.1	7.5	5.9	5.8	2	15.9	4
14	"21bC10 (3,5)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	6.8	24.1	10.5	8	9.9	9.1	2	11.1	4
15	33A9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	8.3	26.1	18.6	11.5	12.4	12.4	2	20	4
15	21bh7(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		4
5	3E4	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		4
5	5E8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		4
6	"13A3 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		4
7	10D5(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		4
7	10D6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		4
7	10D9(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		4
7	16A8(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		4
7	16A9(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		4
7	17A9(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		4
7	18A9(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		4
7	18A10(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		4
8	10E2	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	11.7	28.1	24.8	18.1	15.2	12.5	2	20.9	4
8	10E5	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	11.3	26.8	18.7	12.6	11.8	11.5	2	20.1	4
8	18B6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	4.2	17.9	12.2	9.5	6.7	5.3	2	16.9	4
8	18B7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.9	24.7	16.4	12.6	10.7	9.4	2	20.4	4
8	18B10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	11.1	22.9	18.5	13.6	11.8	11.5	2	21.5	4
9	"19B6 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	11.8	25.6	25.4	14.8	15.5	11.2	2	21.5	4
9	"19B7 (3)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.2	24.9	18.6	11.4	11.9	10.9	2	22.7	4
9	"16C4 (1)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	10.7	24.8	22.5	16.3	12.4	11.1	2	18.6	4
9	"16C5 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	10.1	24.4	17.8	11.9	11.7	9.5	2	17.8	4
9	"14B7 (1)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.5	17.6	12.2	11.2	10.3	8.8	2	22.5	4
9	"14B8 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	7.4	20.9	12.9	11.3	10.2	7.7	2	21	4
13	24A8(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	6.7	22.2	11.1	10.8	10.8	10.2	2	1.6	4
13	23A3(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	7.2	21.3	13.7	11.3	11.8	11	2	18.9	4
13	23A8(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.9	11.4	10.7	9.9	9.9	10.2	2	18.1	4
14	23B4(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	12.2	21.3	15.7	11.2	10.8	11.1	2	23	4
14	23B6(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	11.8	16.7	14.3	9.8	11.7	11.2	2	18.2	4
14	25B9(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.1	22.3	16.7	12.8	14	12	2	21	4
15	33A5(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.7	24.4	14.4	10.9	12.7	10.4	2	19.2	4
15	33A7(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.6	26.5	22.3	10.4	10.4	8.9	2	19.7	4
15	21bh6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		4
5	3E3	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		4
5	5E5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		4
5	5E6	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		4
5	6E3	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		4
6	"10A7 (1)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		4
7	13C2(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		4
7	11C5(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2	19.4	4
8	10E1	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	7.8	26.6	18.4	14.1	12.2	11.3	2	20.2	4
8	10E4	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	14.2	21.3	17.4	13.4	12.9	11.2	2	17.6	4
13	24A7(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	7.7	24.3	16.2	11.9	10.7	11.6	2	17.5	4
13	24A10(4)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	6.2	24.2	16.4	10.5	11.6	10.8	2	18.4	4
13	23A4(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	10.3	30.2	20.2	13.9	12.8	12.2	2	15.4	4
14	"21bC8 (2)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	8.2	19.8	12.2	8.6	8.5	7.9	2	22	4
14	23B5(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	9.4	20.4	19.2	11.1	10.4	11.3	2	21	4
14	25B10(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	9.6	21.7	17.7	14.6	14	12.1	2	22	4
15	33A6(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	9.4	29.3	18.7	11.9	11.7	13.2	2	20	4
15	"33A8 (2,4)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	10.4	27.9	17.2	14	13.1	12.4	2		4
15	21bh5(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		4
5	2E5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
5	5E4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
5	5E7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
5	6E4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
6	"10A8 (2)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
6	11A5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
6	11A7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
6	"13A4 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
6	"13A5 (4)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
7	10D8(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
7	16A7(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
7	17A4(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
7	18A4(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
7	18A6(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
7	11C6(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD							2		4
8	10E3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	10.8	25.7	16.7	13.1	11.1	10.7	2	19.4	4
8	18B8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	12.7	23.7	19.3	13.9	12.9	12.2	2	21.6	4
8	18B9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	6.6	18.2	14.7	8.9	8.6	7.7	2	15.2	4
9	"19B5 (1)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	12.8	28.7	28.9	16.4	9.2	8.1	2	23.3	4
9	"14B9 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	10.3	19.9	20.2	14.8	11.8	8.6	2	20.1	4
5	2E4	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	7.7	17.9	14.7	8.9	6.1	5.7	2	22.3	9
5	5E3	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.1	15.8	15.6	9.8	8.7	7.6	2	23.5	9
7	14A3(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	7.8	18.6	14.2	11.6	10	10.7	2	21.4	9
7	14A4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8	19.8	14.4	10.6	8.9	10.8	2	24.3	9
7	"19A1 (1)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.1	22.1	14.6	10.2	8.9	9.6	2	24	9
7	"19A2 (2)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.4	20.4	13.9	10	9	9	2	21.6	9
7	11C4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	9.4	24.5	16.8	13.2	8.4	11.8	2	23.5	9
8	16B2	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	9.1	16.5	11.9	9.3	9.1	9.1	2	21.2	9
8	16B5	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	5.9	17.4	10	8.1	8.1	6.8	2	21.5	9
9	"14B2 (2)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	9.4	16.8	12.3	9.9	9.4	7.6	2	28.6	9
13	20C4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		9
13	20C6(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	5.2	18.2	10.9	7.9	6.7	6.7	2	19.5	9
14	24B4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	11.2	21.6	13.7	9.9	8.8	12.3	2	24.8	9
14	23B1(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	10.4	18.9	13.6	10.4	8.8	8.8	2	23	9
15	26B1(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.3	16.7	12.5	9.4	9.4	10.1	2	21.7	9
15	26B2(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.5	16.9	12.2	9.7	8.8	8.3	2	22.8	9
15	26B4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.8	16.6	12.6	10.5	9.2	9.5	2	23.5	9
15	26B6(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	9.4	19.4	11.9	10.3	10.2	8.2	2	22.7	9
16	31C2(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		9
16	30C4(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		9
16	32C3(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		9
16	32C4(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		9
16	42A2(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		9
5	2E1	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	6.6	23.2	16.6	9.1	9.3	7.8	2	22.6	9
6	"10A5 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	6.3	12.8	10.7	8.3	6.1	8.1	2		9
6	"12A2 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.3	15.4	10.1	8.9	7.1	5.8	2		9
6	"12A4 (4)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8.4	20.1	10.9	7.9	8.1	6.2	2		9
7	17A1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	6.7	18.9	12	8.9	8.2	8.3	2	21.4	9
7	17A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	10.5	19.2	15.2	10.2	11	9.5	2	21.3	9
7	18A2(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	11.3	23.4	17.7	13.5	10.3	10.7	2	22	9
8	16B6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.7	16.3	12.1	9.6	8.7	7.9	2	23.3	9
8	16B7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8	15.6	11.1	9.9	8.3	8.4	2	20.3	9
8	18B3	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	5.3	14.6	11.5	9.4	8.4	9.8	2	19.2	9
9	"19B2 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8.6	15.9	11.6	11.3	10.9	9.4	2	28.7	9
9	"16C1 (1,4)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.3	15.7	9.1	7.6	7.5	6.1	2	22.6	9
9	"16C3 (3)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	9.3	17.1	12.2	8.9	7.7	6.9	2	21.6	9
13	20C1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.6	29.9	13	10.9	11	9.5	2	21.9	9
13	24A4(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8.4	17	10.4	10.1	9.1	9	2	24.2	9
13	26A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	11.7	27.8	19.2	13.9	10.1	9.7	2	27.8	9
13	26A4(4)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	12.5	24.1	20.2	13.2	8.3	7.8	2	24.3	9
13	27A4(4)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8.7	27.2	15.3	12	9.7	10	2	26.6	9
13	29A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	5.6	17.7	12.1	8.8	6.4	5.8	2	21	9
14	25B6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	11.9	21.4	17.4	10.9	9.9	11.7	2	26	9
14	25B8(4)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	11.1	18.8	16.4	11.3	11.6	11.2	2	22.1	9
14	23B2(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	9.8	26.9	17.9	12.3	11	10.1	2	26	9
14	29B4(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	10.3	20.9	14.4	8.9	9.4	9.1	2	21.1	9
14	29B6(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	13	21.6	14.8	9.6	9.7	9.5	2	23.1	9
15	26B7(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.3	23.8	12.1	8.2	7.6	6.9	2	19	9
15	33A1(1,3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	10.3	18.7	12.6	10.2	9.8	9.1	2	25.5	9
15	33A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		9
16	31C3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		9
16	30C1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		9
16	30C3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		9
16	32C1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		9
16	32C5(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		9
16	47A2(2)(3)(5)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		9
16	42A1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		9
16	45A2(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		9
7	14A7(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	7.2	19.1	17.9	12.3	10.4	9.7	2	20.6	9
7	16A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.3	20.5	16.1	10.9	10.1	9.8	2	23.6	9
7	18A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.9	23.8	16.8	12.5	10.3	10.7	2	20.2	9
7	18A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.2	28.4	21.6	18.3	13.1	12.2	2	18	9
7	11C1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	11.3	26.8	24.1	16.3	11.4	11.4	2	23.5	9
7	11C2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.1	15.7	12.9	8.8	9.9	8.1	2	19.2	9
8	18B2	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	4.7	10.9	8.9	7.2	6.5	5.3	2	21.3	9
9	"19B1 (1)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.5	15.3	13.6	9.6	8	9.6	2	27.4	9
9	"14B4 (4)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.4	19.9	10.7	8.9	8.7	8.4	2	20.8	9
13	20C3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	7.6	27.8	12.9	10	10.3	10	2	21.1	9
13	24A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.9	16.4	11.1	9.8	9.6	9.3	2	22.5	9
13	24A5(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.4	17	10.4	10.1	9.1	9	2	24.2	9
13	26A5(5)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	7.7	24.6	16	13	10.7	10.2	2	21.4	9
13	27A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	6.9	31.9	18.7	10.4	10.3	9.3	2	22.5	9
13	29A4(4)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	6.7	19.4	12.7	9.3	7.9	7.5	2	19.7	9
14	24B1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.5	16.1	13	9	7.4	9.2	2	23.6	9
